invoiceno,stockcode,quantity,invoicedate,unitprice,customerid,country
556237,15058A,1,6/9/2011 15:34,10.79,,United Kingdom
548666,79321,5,4/1/2011 14:58,5.75,13124.0,United Kingdom
571064,20828,2,10/13/2011 14:48,2.55,17181.0,United Kingdom
546396,72349B,4,3/11/2011 14:35,2.1,13226.0,United Kingdom
578940,84029E,9,11/27/2011 13:18,9.13,,United Kingdom
578844,21317,4,11/25/2011 16:14,10.79,,United Kingdom
573553,85049e,1,10/31/2011 13:48,3.29,,United Kingdom
557891,23129,4,6/23/2011 14:05,4.15,17652.0,United Kingdom
580536,21731,12,12/4/2011 16:07,1.65,12490.0,France
553042,22570,8,5/13/2011 9:01,3.75,15845.0,United Kingdom
539263,21217,1,12/16/2010 14:36,9.95,16560.0,United Kingdom
568160,22336,96,9/25/2011 12:25,0.19,17498.0,United Kingdom
537160,22694,3,12/5/2010 13:18,2.1,14161.0,United Kingdom
637416,35953,24,12/17/2010 13:00,1.25,16215,United Kingdom
577076,22614,12,11/17/2011 15:08,0.39,14362.0,United Kingdom
678406,23583,20,01/29/2012 10:12,1.65,19270,United Kingdom
576600,21485,3,11/15/2011 15:08,4.95,18181.0,United Kingdom
558904,84507B,1,7/4/2011 16:18,4.96,,United Kingdom
569521,21327,2,10/4/2011 14:33,1.65,16474.0,United Kingdom
564850,22189,2,8/30/2011 16:43,3.95,17298.0,United Kingdom
547248,85194L,2,3/22/2011 9:23,1.63,,United Kingdom
542624,21890,1,1/31/2011 9:48,5.79,,United Kingdom
575516,23531,3,11/10/2011 10:45,6.95,17340.0,United Kingdom
541596,22271,2,1/19/2011 16:18,2.95,17602.0,United Kingdom
572552,51014A,20,10/24/2011 17:07,0.83,14096.0,United Kingdom
546649,84988,2,3/15/2011 14:17,3.75,,United Kingdom
641118,22446,4,02/19/2011 14:29,2.46,1126,United Kingdom
537864,22966,12,12/8/2010 16:34,1.25,16700.0,United Kingdom
673625,20983,4,11/01/2011 11:37,0.85,19939,United Kingdom
550514,22087,6,4/18/2011 16:49,2.95,14631.0,United Kingdom
538877,22077,16,12/14/2010 15:29,4.21,,United Kingdom
549743,22721,3,4/12/2011 10:05,4.95,16186.0,United Kingdom
564901,22231,12,8/31/2011 11:40,0.59,15690.0,United Kingdom
555835,22761,1,6/7/2011 12:34,24.95,14525.0,United Kingdom
566033,22633,3,9/8/2011 13:07,2.1,16031.0,United Kingdom
668455,22336,96,09/27/2011 12:25,0.19,21195,United Kingdom
572287,37340,6,10/23/2011 12:26,0.39,15584.0,United Kingdom
C569034,22489,-1,9/30/2011 10:42,0.42,16240.0,United Kingdom
560422,16048,24,7/18/2011 15:14,0.12,16746.0,United Kingdom
576274,20978,1,11/14/2011 14:24,1.25,17793.0,United Kingdom
552655,85123A,2,5/10/2011 14:22,2.95,14587.0,United Kingdom
579143,22577,24,11/28/2011 13:08,0.29,13882.0,United Kingdom
547090,85150,6,3/20/2011 16:12,2.55,17230.0,United Kingdom
537645,20679,1,12/7/2010 15:34,12.72,,United Kingdom
557233,22561,3,6/17/2011 14:44,1.65,15356.0,United Kingdom
557279,22925,6,6/19/2011 12:10,5.95,18077.0,United Kingdom
556917,22659,128,6/15/2011 13:37,1.65,12415.0,Australia
564556,23148,2,8/25/2011 19:48,0.83,12748.0,United Kingdom
553739,85123A,6,5/19/2011 9:23,2.95,14895.0,United Kingdom
678101,23263,2,12/15/2011 16:06,1.25,22479,United Kingdom
542236,82494L,1,1/26/2011 14:19,2.95,17027.0,United Kingdom
558614,22481,1,6/30/2011 15:56,0.83,,United Kingdom
662360,22385,2,08/27/2011 12:13,2.08,15586,United Kingdom
548733,21754,3,4/4/2011 10:29,5.95,17648.0,United Kingdom
542893,21136,16,2/1/2011 13:36,1.69,18202.0,United Kingdom
567200,21989,12,9/19/2011 10:15,0.85,16460.0,United Kingdom
569739,35964,36,10/6/2011 10:48,0.39,14911.0,EIRE
573332,85062,12,10/30/2011 11:28,1.65,15059.0,United Kingdom
573585,35924,1,10/31/2011 14:41,4.13,,United Kingdom
580500,21498,25,12/4/2011 12:52,0.42,17131.0,United Kingdom
554261,21889,1,5/23/2011 12:32,1.25,16033.0,United Kingdom
577106,22998,2,11/17/2011 17:18,0.42,14456.0,United Kingdom
547385,22087,4,3/22/2011 15:48,5.79,,United Kingdom
552304,48184,1,5/8/2011 15:15,7.95,12748.0,United Kingdom
578668,21819,72,11/24/2011 17:11,0.39,12971.0,United Kingdom
570592,22726,6,10/11/2011 11:37,8.29,,United Kingdom
554998,82482,6,5/29/2011 15:35,2.55,15925.0,United Kingdom
576840,84032A,3,11/16/2011 15:23,3.29,,United Kingdom
570637,22338,96,10/11/2011 12:34,0.19,12530.0,Germany
563238,22120,12,8/15/2011 9:59,8.5,15093.0,United Kingdom
646944,21458,1,04/30/2011 18:18,2.46,390,United Kingdom
550512,22523,2,4/18/2011 16:31,0.85,18069.0,United Kingdom
558194,20970,1,6/27/2011 12:28,3.75,14583.0,United Kingdom
574022,23084,48,11/2/2011 12:20,1.79,12594.0,Italy
541592,22438,4,1/19/2011 15:08,1.63,,United Kingdom
541516,21259,1,1/18/2011 17:34,12.46,,United Kingdom
637760,21849,1,02/18/2011 18:36,4.21,2512,United Kingdom
573601,23199,4,10/31/2011 15:24,4.13,,United Kingdom
545526,22697,2,3/3/2011 13:14,2.95,17789.0,United Kingdom
670323,22082,10,11/02/2011 14:17,1.65,18672,United Kingdom
662573,23165,6,08/22/2011 15:04,1.65,16399,United Kingdom
554916,22315,1,5/27/2011 12:26,1.25,17345.0,United Kingdom
569714,23388,1,10/5/2011 17:28,4.15,18033.0,United Kingdom
541849,85123A,1,1/23/2011 13:34,2.95,13230.0,United Kingdom
580512,85099B,10,12/4/2011 13:55,2.08,12673.0,Germany
537240,84380,1,12/6/2010 10:08,2.51,,United Kingdom
551660,23148,12,5/3/2011 12:16,0.83,15271.0,United Kingdom
574470,23508,6,11/4/2011 11:56,0.42,12748.0,United Kingdom
541684,20961,21,1/20/2011 15:22,1.25,15498.0,United Kingdom
558336,20725,20,6/28/2011 13:17,1.65,14364.0,United Kingdom
547881,21993,1,3/27/2011 16:08,2.95,13110.0,United Kingdom
578544,23525,6,11/24/2011 15:01,3.75,17096.0,United Kingdom
C539710,21314,-2,12/21/2010 12:35,2.1,14769.0,United Kingdom
538993,35817P,6,12/15/2010 12:01,2.55,15512.0,United Kingdom
667527,22327,6,09/24/2011 10:01,2.95,17170,EIRE
652394,84692,4,07/13/2011 16:13,0.42,19960,United Kingdom
541809,20724,34,1/21/2011 14:59,2.46,,United Kingdom
580367,22745,1,12/2/2011 16:39,4.13,,United Kingdom
576617,23193,1,11/15/2011 16:57,4.58,,United Kingdom
543098,21068,12,2/3/2011 11:49,1.25,13102.0,United Kingdom
550953,22728,1,4/21/2011 16:17,7.46,,United Kingdom
578844,23694,1,11/25/2011 16:14,0.83,,United Kingdom
546753,20969,2,3/16/2011 13:00,3.75,16383.0,United Kingdom
657658,22624,1,08/04/2011 13:58,8.5,20520,United Kingdom
546008,22895,3,3/8/2011 15:43,2.95,,United Kingdom
540779,22666,6,1/11/2011 11:18,2.95,15346.0,United Kingdom
544304,72351A,2,2/17/2011 13:47,2.1,18125.0,United Kingdom
550607,48194,2,4/19/2011 12:17,7.95,16919.0,United Kingdom
678231,21264,12,01/25/2012 10:39,1.95,17221,United Kingdom
558045,84077,48,6/24/2011 13:35,0.29,12615.0,France
568591,22169,4,9/28/2011 10:39,8.5,17088.0,United Kingdom
550499,21452,1,4/18/2011 15:16,5.79,,United Kingdom
556636,20725,1,6/13/2011 15:30,4.13,,United Kingdom
554859,22899,50,5/27/2011 10:16,1.85,14828.0,United Kingdom
644072,85017B,2,03/29/2011 12:05,0.85,17773,United Kingdom
550512,84535B,1,4/18/2011 16:31,0.65,18069.0,United Kingdom
562955,21257,6,8/11/2011 10:14,15.79,,United Kingdom
547042,21216,1,3/20/2011 11:00,10.79,,United Kingdom
565434,17021,36,9/4/2011 13:35,0.3,12867.0,United Kingdom
561873,22147,40,7/31/2011 11:48,1.25,13316.0,United Kingdom
557324,21326,14,6/20/2011 9:41,1.63,,United Kingdom
559133,21987,2,7/6/2011 13:13,0.65,17861.0,United Kingdom
570652,22733,36,10/11/2011 13:45,1.25,17863.0,United Kingdom
540163,16161P,25,1/5/2011 11:52,0.42,13089.0,United Kingdom
575087,21790,1,11/8/2011 13:57,0.85,16549.0,United Kingdom
544778,21868,2,2/23/2011 12:03,1.25,14978.0,United Kingdom
579512,23355,1,11/29/2011 16:47,10.79,,United Kingdom
581492,21808,3,12/9/2011 10:03,3.29,,United Kingdom
568134,22163,1,9/23/2011 17:02,1.63,,United Kingdom
562558,23185,6,8/5/2011 16:43,0.29,13451.0,United Kingdom
556879,22493,3,6/15/2011 12:07,1.65,16461.0,United Kingdom
656782,15056BL,3,06/27/2011 08:44,5.95,14745,United Kingdom
675186,22962,1,12/01/2011 18:29,1.63,3776,United Kingdom
566913,22152,24,9/15/2011 14:07,0.42,17602.0,United Kingdom
669661,22041,3,12/17/2011 12:22,2.55,17486,United Kingdom
554956,22555,3,5/27/2011 15:17,3.29,,United Kingdom
556116,21262,6,6/9/2011 9:44,2.95,15214.0,United Kingdom
666120,22633,3,10/04/2011 13:07,2.1,17847,United Kingdom
542370,22613,12,1/27/2011 13:23,0.85,13004.0,United Kingdom
559557,23159,12,7/11/2011 10:33,2.08,17444.0,Canada
558086,22364,1,6/26/2011 11:59,2.95,16728.0,United Kingdom
547860,22560,3,3/27/2011 12:21,1.25,17625.0,United Kingdom
576463,22766,2,11/15/2011 11:37,2.95,17974.0,United Kingdom
681509,22586,1,02/25/2012 09:28,1.63,1713,United Kingdom
561371,21791,1,7/26/2011 16:25,2.46,,United Kingdom
571227,22317,6,10/14/2011 13:54,2.95,12477.0,Germany
558904,22355,6,7/4/2011 16:18,1.63,,United Kingdom
547249,22217,1,3/22/2011 9:27,2.46,,United Kingdom
540396,15056N,6,1/6/2011 18:33,5.95,14031.0,United Kingdom
574039,47599A,15,11/2/2011 12:57,2.1,17800.0,United Kingdom
539436,84884A,1,12/17/2010 14:49,8.47,,United Kingdom
575868,23192,12,11/11/2011 12:44,1.65,12985.0,United Kingdom
547969,84997A,5,3/28/2011 16:27,4.15,17238.0,United Kingdom
547833,22595,12,3/25/2011 17:34,0.85,16780.0,United Kingdom
540255,85034B,1,1/5/2011 16:50,3.36,,United Kingdom
552888,22328,96,5/12/2011 10:23,2.55,15061.0,United Kingdom
571705,23008,2,10/18/2011 15:22,16.95,12360.0,Austria
575947,22961,3,11/13/2011 11:50,3.29,,United Kingdom
C549783,22060,-5,4/12/2011 11:50,3.95,16558.0,United Kingdom
553175,22295,2,5/15/2011 11:17,1.65,,United Kingdom
579559,21899,1,11/30/2011 11:30,0.65,16764.0,United Kingdom
545036,82578,2,2/25/2011 17:25,0.55,14573.0,United Kingdom
681026,23495,12,01/09/2012 08:45,1.25,19075,EIRE
572719,23031,12,10/25/2011 15:03,1.65,13871.0,United Kingdom
562715,22945,6,8/8/2011 15:34,1.8,,United Kingdom
538177,21210,1,12/10/2010 9:51,2.98,,United Kingdom
547830,22077,3,3/25/2011 15:50,3.29,,United Kingdom
573601,23284,2,10/31/2011 15:24,15.79,,United Kingdom
540821,21901,1,1/11/2011 13:16,1.66,,United Kingdom
539750,21485,6,12/21/2010 15:40,7.62,,United Kingdom
543631,22893,12,2/10/2011 16:17,0.42,14081.0,United Kingdom
539434,22545,1,12/17/2010 14:41,0.85,,United Kingdom
564848,23033,6,8/30/2011 15:37,1.45,16928.0,United Kingdom
536563,22976,24,12/1/2010 15:08,1.25,17760.0,United Kingdom
557957,22630,2,6/23/2011 19:20,1.95,13969.0,United Kingdom
567424,21913,1,9/20/2011 11:16,3.75,16369.0,United Kingdom
569898,85150,1,10/6/2011 16:08,4.96,,United Kingdom
554094,85169C,1,5/22/2011 12:49,1.25,15716.0,United Kingdom
581476,22197,100,12/9/2011 8:48,0.72,12433.0,Norway
563557,22907,12,8/17/2011 13:33,0.85,15786.0,United Kingdom
565927,84843,4,9/8/2011 10:08,5.95,,EIRE
575491,22438,3,11/9/2011 17:47,1.95,15531.0,United Kingdom
548505,22357,1,3/31/2011 14:34,8.29,,United Kingdom
564383,23245,16,8/25/2011 10:49,4.15,15251.0,United Kingdom
543036,21174,1,2/2/2011 15:57,1.95,17223.0,United Kingdom
544659,84819,1,2/22/2011 13:20,4.25,18114.0,United Kingdom
540968,20718,4,1/12/2011 13:40,1.25,17338.0,United Kingdom
639255,22423,16,01/24/2011 12:09,10.95,20450,United Kingdom
571797,22328,2,10/19/2011 11:41,4.13,,United Kingdom
561894,84731,1,7/31/2011 15:00,0.39,14456.0,United Kingdom
539991,35443,1,12/23/2010 16:49,0.85,,United Kingdom
538849,22904,4,12/14/2010 13:31,2.95,14415.0,United Kingdom
572703,22055,1,10/25/2011 14:35,1.65,16110.0,United Kingdom
540977,22576,1,1/12/2011 15:01,1.66,,United Kingdom
557012,21469,6,6/16/2011 11:51,3.75,18241.0,United Kingdom
642491,22348,6,04/17/2011 18:05,0.85,18311,United Kingdom
545752,21703,96,3/7/2011 11:54,0.42,17381.0,United Kingdom
545417,22840,2,3/2/2011 13:42,7.95,15622.0,United Kingdom
571824,23493,10,10/19/2011 11:49,1.95,12472.0,Germany
578155,20726,1,11/23/2011 11:32,1.65,12748.0,United Kingdom
551547,21212,17,5/3/2011 9:44,2.08,,United Kingdom
569129,23234,2,9/30/2011 13:40,2.89,15034.0,United Kingdom
552233,20728,10,5/6/2011 15:54,1.65,17068.0,United Kingdom
547921,22771,12,3/28/2011 13:28,1.25,14766.0,United Kingdom
575930,23207,2,11/11/2011 17:58,4.13,,United Kingdom
551005,85099B,3,4/26/2011 9:48,4.13,,United Kingdom
556792,21509,12,6/14/2011 13:52,0.42,17043.0,United Kingdom
564305,21210,12,8/24/2011 12:20,1.45,14875.0,United Kingdom
540121,22610,36,1/5/2011 10:35,0.21,16145.0,United Kingdom
578041,22940,3,11/22/2011 14:23,4.25,17338.0,United Kingdom
636936,22451,1,01/26/2011 13:14,3.35,19123,United Kingdom
550912,21754,3,4/21/2011 13:17,5.95,13267.0,United Kingdom
579458,21730,1,11/29/2011 14:38,4.95,16549.0,United Kingdom
541138,84997C,6,1/14/2011 10:42,3.75,12553.0,France
550906,79164,240,4/21/2011 12:34,0.39,14298.0,United Kingdom
538163,22468,2,12/9/2010 17:27,6.75,17841.0,United Kingdom
571682,23177,1,10/18/2011 14:00,2.25,14179.0,United Kingdom
579885,23093,2,11/30/2011 17:37,2.49,15444.0,United Kingdom
578149,22619,2,11/23/2011 11:11,7.46,,United Kingdom
564825,22303,1,8/30/2011 12:26,4.96,,United Kingdom
542998,84378,2,2/2/2011 12:16,3.29,,United Kingdom
648937,21375,2,04/05/2011 13:24,5.45,20433,United Kingdom
551269,22382,10,4/27/2011 12:21,1.65,12840.0,United Kingdom
571441,22559,2,10/17/2011 13:31,2.46,14096.0,United Kingdom
537685,85178,10,12/8/2010 10:21,1.25,18077.0,United Kingdom
542272,22720,3,1/27/2011 9:42,4.95,16496.0,United Kingdom
674347,23389,4,11/12/2011 09:52,4.15,15264,Belgium
545701,48116,10,3/6/2011 15:17,6.75,17107.0,United Kingdom
568721,37327,6,9/28/2011 16:24,0.97,,United Kingdom
541129,22619,1,1/14/2011 10:14,7.46,,United Kingdom
553053,21624,6,5/13/2011 10:20,5.95,12857.0,United Kingdom
540977,85032A,1,1/12/2011 15:01,4.21,,United Kingdom
572718,21494,12,10/25/2011 14:56,1.25,15656.0,United Kingdom
571441,21917,1,10/17/2011 13:31,0.83,14096.0,United Kingdom
659558,23266,2,09/25/2011 13:32,1.25,20653,United Kingdom
538146,21564,6,12/9/2010 16:10,2.95,15596.0,United Kingdom
538071,22732,1,12/9/2010 14:09,2.51,,United Kingdom
541684,22151,25,1/20/2011 15:22,0.42,15498.0,United Kingdom
564565,21975,24,8/26/2011 10:50,0.55,14911.0,EIRE
537351,21219,10,12/6/2010 12:23,1.25,16898.0,United Kingdom
567462,21888,1,9/20/2011 12:35,3.75,14446.0,United Kingdom
550470,20733,3,4/18/2011 13:49,0.83,,United Kingdom
557217,20977,16,6/17/2011 12:30,1.25,17426.0,United Kingdom
667570,22219,8,10/15/2011 16:21,0.85,19231,United Kingdom
562371,22627,2,8/4/2011 14:30,8.5,13709.0,United Kingdom
568135,23435,3,9/23/2011 17:04,0.83,,United Kingdom
C578832,22379,-15,11/25/2011 15:18,2.1,13069.0,United Kingdom
649067,21774,1,05/02/2011 16:01,2.46,3211,United Kingdom
565303,22529,2,9/2/2011 12:17,0.42,,Unspecified
538518,20712,3,12/12/2010 16:14,1.95,14505.0,United Kingdom
571937,23174,4,10/20/2011 9:28,4.15,14911.0,EIRE
564757,22357,1,8/30/2011 10:36,4.13,,United Kingdom
576841,23252,1,11/16/2011 15:26,3.75,17368.0,United Kingdom
581356,22692,2,12/8/2011 12:28,8.25,17830.0,United Kingdom
580288,23494,3,12/2/2011 13:29,5.95,17611.0,United Kingdom
577809,22666,6,11/22/2011 8:34,2.95,12584.0,Italy
569700,21232,1,10/5/2011 15:56,2.46,,United Kingdom
562955,22698,12,8/11/2011 10:14,5.79,,United Kingdom
639171,84032A,6,12/19/2010 15:56,5.91,3293,United Kingdom
562199,23192,2,8/3/2011 12:20,1.65,12748.0,United Kingdom
541588,21188,12,1/19/2011 14:43,2.95,14307.0,United Kingdom
660918,22925,2,10/02/2011 12:29,5.95,19172,United Kingdom
544776,84997d,5,2/23/2011 11:39,8.29,,United Kingdom
555200,71459,24,6/1/2011 12:05,0.85,17315.0,United Kingdom
564857,21430,6,8/31/2011 9:23,7.46,,United Kingdom
544573,22960,6,2/21/2011 13:40,4.25,12621.0,Germany
553912,22962,12,5/19/2011 19:32,0.85,15122.0,United Kingdom
645821,84625A,1,03/25/2011 16:07,5.79,2473,United Kingdom
537469,22112,24,12/7/2010 10:43,4.25,17720.0,United Kingdom
560828,21641,48,7/21/2011 11:55,0.29,14298.0,United Kingdom
544167,21217,1,2/16/2011 13:14,9.95,14755.0,United Kingdom
548167,22386,4,3/29/2011 13:45,4.13,,United Kingdom
547109,20725,10,3/21/2011 11:46,1.65,12423.0,Belgium
550638,84992,1,4/19/2011 15:44,1.25,,United Kingdom
564818,21246,12,8/30/2011 12:10,4.13,,United Kingdom
551136,21530,18,4/26/2011 13:05,0.79,15301.0,United Kingdom
550496,84945,12,4/18/2011 15:05,1.8,,United Kingdom
573879,23462,1,11/1/2011 13:21,19.95,15039.0,United Kingdom
560895,22697,6,7/21/2011 17:12,2.95,13089.0,United Kingdom
575324,23398,12,11/9/2011 13:45,0.85,14240.0,United Kingdom
575117,21616,1,11/8/2011 14:22,1.25,12748.0,United Kingdom
649851,22990,3,07/07/2011 12:59,4.95,16806,United Kingdom
544271,21245,8,2/17/2011 11:46,1.69,17083.0,United Kingdom
570676,35970,12,10/11/2011 15:10,1.69,14640.0,United Kingdom
540984,72807A,2,1/12/2011 15:44,4.25,14167.0,United Kingdom
561650,22959,25,7/28/2011 15:31,0.42,15329.0,United Kingdom
537666,22963,1,12/7/2010 18:36,1.66,,United Kingdom
567504,23393,4,9/20/2011 14:33,3.75,13356.0,United Kingdom
548191,21561,1,3/29/2011 15:20,4.96,,United Kingdom
550835,22630,1,4/21/2011 10:52,1.95,15034.0,United Kingdom
540646,90214W,1,1/10/2011 14:32,0.85,,United Kingdom
638654,22567,1,01/01/2011 11:21,2.51,4301,United Kingdom
568513,23296,8,9/27/2011 12:36,1.25,13555.0,United Kingdom
558540,22637,6,6/30/2011 12:15,2.55,17706.0,United Kingdom
538510,21056,1,12/12/2010 13:47,8.95,18004.0,United Kingdom
640648,22817,17,01/19/2011 11:04,0.43,4167,United Kingdom
C560880,22977,-1,7/21/2011 15:39,1.25,15152.0,United Kingdom
562104,23168,11,8/2/2011 14:31,3.29,,United Kingdom
565235,23297,16,9/2/2011 9:43,1.65,13418.0,United Kingdom
555276,85099B,2,6/1/2011 17:28,4.13,,United Kingdom
542890,21169,5,2/1/2011 13:25,1.69,15311.0,United Kingdom
563557,22558,12,8/17/2011 13:33,1.65,15786.0,United Kingdom
C556268,22699,-1,6/9/2011 19:34,2.95,13317.0,United Kingdom
568173,16161P,25,9/25/2011 13:16,0.42,16187.0,United Kingdom
653596,22558,12,08/03/2011 14:57,1.65,15175,United Kingdom
562517,23307,12,8/5/2011 12:27,0.55,15719.0,United Kingdom
572837,23221,12,10/26/2011 12:01,0.83,14754.0,United Kingdom
561369,22268,2,7/26/2011 16:21,0.63,,United Kingdom
577768,22753,1,11/21/2011 15:18,1.63,,United Kingdom
550123,22029,12,4/14/2011 12:39,0.42,,United Kingdom
545337,22070,2,3/1/2011 17:28,3.75,15984.0,United Kingdom
580730,22135,1,12/5/2011 17:28,0.83,,United Kingdom
661303,20751,4,08/08/2011 14:35,2.1,16637,United Kingdom
645195,22485,2,04/10/2011 09:26,12.75,14739,United Kingdom
575137,23008,6,11/8/2011 15:13,14.95,13090.0,United Kingdom
539488,22300,12,12/20/2010 9:37,2.55,12377.0,Switzerland
537823,22851,2,12/8/2010 14:25,1.66,,United Kingdom
568156,84341B,36,9/25/2011 12:16,0.38,14367.0,United Kingdom
544790,21060,2,2/23/2011 12:27,0.85,16940.0,United Kingdom
556082,20676,3,6/8/2011 15:22,2.46,,United Kingdom
566203,84946,12,9/9/2011 14:47,1.25,16362.0,United Kingdom
573137,23198,1,10/27/2011 17:15,3.29,,United Kingdom
564646,22327,1,8/26/2011 13:39,6.63,,United Kingdom
576618,72800C,1,11/15/2011 17:00,4.96,,United Kingdom
647801,21090,7,05/30/2011 12:00,0.83,3477,United Kingdom
576212,23000,24,11/14/2011 12:45,0.42,18082.0,United Kingdom
565410,22835,4,9/4/2011 11:17,4.65,14691.0,United Kingdom
541827,22798,1,1/21/2011 17:05,5.79,,United Kingdom
580065,23355,4,12/1/2011 13:33,4.95,15434.0,United Kingdom
547580,21756,3,3/24/2011 10:48,5.95,13488.0,United Kingdom
566195,21877,12,9/9/2011 13:44,1.25,12433.0,Norway
562964,22457,6,8/11/2011 10:29,2.95,13488.0,United Kingdom
576463,22144,2,11/15/2011 11:37,2.1,17974.0,United Kingdom
662181,21155,6,08/05/2011 14:05,2.55,18218,United Kingdom
581570,22834,12,12/9/2011 11:59,2.1,12662.0,Germany
538354,85230F,24,12/10/2010 15:45,0.29,16873.0,United Kingdom
581574,21257,2,12/9/2011 12:09,7.95,12526.0,Germany
662123,22082,10,10/04/2011 10:26,1.65,17004,Germany
560780,15056n,3,7/21/2011 9:31,12.46,,United Kingdom
581256,23357,1,12/8/2011 11:21,5.79,,United Kingdom
676680,23480,12,11/27/2011 11:17,3.75,17172,United Kingdom
571430,22617,24,10/17/2011 12:51,4.25,13090.0,United Kingdom
569530,16225,1,10/4/2011 14:58,1.25,17957.0,United Kingdom
539735,21918,1,12/21/2010 15:17,0.81,,United Kingdom
547880,21975,2,3/27/2011 16:05,0.55,15426.0,United Kingdom
549667,22672,12,4/11/2011 12:20,1.65,14911.0,EIRE
545048,82482,2,2/27/2011 11:48,2.55,14810.0,United Kingdom
545238,21122,24,3/1/2011 11:02,1.25,15241.0,United Kingdom
543098,22729,4,2/3/2011 11:49,3.75,13102.0,United Kingdom
578551,22945,72,11/24/2011 15:05,0.85,12937.0,United Kingdom
536401,22428,2,12/1/2010 11:21,6.95,15862.0,United Kingdom
579512,22701,2,11/29/2011 16:47,2.46,,United Kingdom
580134,20668,24,12/1/2011 19:24,0.12,13102.0,United Kingdom
562539,21948,4,8/5/2011 15:30,1.25,17220.0,United Kingdom
556408,22549,1,6/10/2011 11:54,1.45,13533.0,United Kingdom
561874,22631,1,7/31/2011 12:02,1.95,16255.0,United Kingdom
556072,47590B,6,6/8/2011 14:57,5.45,16126.0,United Kingdom
568207,35970,12,9/25/2011 15:34,1.69,15150.0,United Kingdom
652399,23299,6,05/19/2011 10:11,3.75,19327,United Kingdom
559055,21754,1,7/5/2011 17:09,11.63,,United Kingdom
538831,22759,12,12/14/2010 13:02,1.65,18144.0,United Kingdom
540770,21524,2,1/11/2011 10:40,7.95,13468.0,United Kingdom
564436,23004,1,8/25/2011 12:06,0.42,17841.0,United Kingdom
566303,17136A,24,9/12/2011 8:24,0.08,12997.0,United Kingdom
557619,22624,1,6/21/2011 13:58,8.5,17757.0,United Kingdom
678223,23320,3,02/06/2012 11:22,2.89,16913,United Kingdom
667679,21888,1,10/12/2011 12:35,3.75,17538,United Kingdom
577539,23452,18,11/20/2011 14:24,1.95,14547.0,United Kingdom
575477,22943,1,11/9/2011 16:14,10.79,,United Kingdom
538208,22110,1,12/10/2010 11:39,2.55,14037.0,United Kingdom
563555,21500,25,8/17/2011 13:21,0.42,16755.0,United Kingdom
537372,22837,2,12/6/2010 12:52,4.65,16919.0,United Kingdom
576837,21945,3,11/16/2011 15:16,1.63,,United Kingdom
555091,21936,1,5/31/2011 12:50,2.95,12748.0,United Kingdom
641788,21188,12,03/09/2011 14:43,2.95,17213,United Kingdom
568949,90214S,1,9/29/2011 15:13,0.83,,United Kingdom
553182,21169,3,5/15/2011 12:21,1.69,17107.0,United Kingdom
544157,22544,24,2/16/2011 12:46,0.42,12372.0,Denmark
542112,22423,2,1/25/2011 13:55,12.75,13168.0,United Kingdom
568101,22950,24,9/23/2011 15:21,1.45,15978.0,United Kingdom
575607,22714,2,11/10/2011 12:37,0.83,14096.0,United Kingdom
563193,23182,1,8/12/2011 16:30,2.46,,United Kingdom
575731,22467,1,11/10/2011 20:01,2.55,13230.0,United Kingdom
556942,22437,20,6/15/2011 16:42,0.85,14222.0,United Kingdom
569977,23534,4,10/6/2011 19:27,5.95,14702.0,United Kingdom
580730,20728,3,12/5/2011 17:28,4.13,,United Kingdom
551414,22413,6,4/28/2011 13:35,2.95,15622.0,United Kingdom
538995,82551,12,12/15/2010 12:05,1.45,13458.0,United Kingdom
561870,22608,36,7/31/2011 11:45,0.19,14911.0,EIRE
554075,37446,8,5/22/2011 11:29,1.45,16038.0,United Kingdom
650675,79030G,1,05/27/2011 13:49,5.79,1665,United Kingdom
579102,22423,6,11/28/2011 11:33,12.75,14911.0,EIRE
576688,22112,3,11/16/2011 12:16,4.95,16717.0,United Kingdom
569250,22460,12,10/3/2011 10:18,1.25,16747.0,United Kingdom
571654,22580,1,10/18/2011 12:17,5.95,18118.0,United Kingdom
662133,23168,11,08/21/2011 14:31,3.29,1025,United Kingdom
670631,23159,12,11/30/2011 16:06,2.08,14334,USA
581164,22111,2,12/7/2011 14:34,4.95,14395.0,United Kingdom
550911,23205,10,4/21/2011 13:11,0.85,12354.0,Spain
557502,21035,1,6/20/2011 15:32,6.63,,United Kingdom
566195,16014,20,9/9/2011 13:44,0.42,12433.0,Norway
552829,23067,4,5/11/2011 13:42,4.15,12748.0,United Kingdom
537312,21870,72,12/6/2010 11:42,1.06,14189.0,United Kingdom
555399,20726,3,6/2/2011 17:41,1.65,15555.0,United Kingdom
578374,21937,50,11/24/2011 11:21,0.0,,United Kingdom
556491,22384,4,6/12/2011 14:15,1.65,16794.0,United Kingdom
670944,22720,3,11/29/2011 08:10,4.95,19533,EIRE
543533,85040a,1,2/9/2011 13:00,3.29,,United Kingdom
544452,85125,2,2/20/2011 12:32,4.95,14162.0,United Kingdom
567901,84987,1,9/22/2011 16:28,2.92,,United Kingdom
572457,20712,10,10/24/2011 12:44,2.08,12594.0,Italy
678226,22209,5,12/19/2011 14:10,0.5,1869,United Kingdom
645586,21756,1,04/16/2011 16:22,11.63,2636,United Kingdom
567656,22573,1,9/21/2011 14:40,1.63,14096.0,United Kingdom
575930,23002,2,11/11/2011 17:58,0.83,,United Kingdom
